29.0,57.0,18.0,0.0,65.7,3.4,7.6,1.3,3.4,0.5,0.0
29.0,61.0,13.0,1.3,64.4,4.1,7.6,1.0,3.9,0.4,0.0
26.0,82.0,22.0,13.1,47.1,2.5,7.1,0.3,2.7,0.1,0.0
25.0,89.0,13.0,2.5,28.6,1.3,6.9,0.0,1.7,0.0,0.0
27.0,77.0,16.0,0.0,64.8,3.0,14.2,1.2,3.9,0.5,0.0
25.0,88.0,13.0,0.2,52.9,7.9,38.8,0.4,10.5,0.3,0.0
28.0,79.0,12.0,0.0,73.2,9.5,46.3,1.3,12.6,0.9,0.0
27.0,84.0,21.0,1.2,50.0,6.7,17.0,0.5,6.7,0.2,0.0
30.0,78.0,20.0,0.5,59.0,4.6,7.8,1.0,4.4,0.4,0.0
28.0,80.0,17.0,3.1,49.4,3.0,7.4,0.4,3.0,0.1,0.0
29.0,89.0,13.0,0.7,36.1,1.7,7.6,0.0,2.2,0.0,0.0
30.0,89.0,16.0,0.6,37.3,1.1,7.8,0.0,1.6,0.0,0.0
31.0,78.0,14.0,0.3,56.9,1.9,8.0,0.7,2.4,0.2,0.0
31.0,55.0,16.0,0.1,79.9,4.5,16.0,2.5,5.3,1.4,0.0
30.0,80.0,16.0,0.4,59.8,3.4,27.1,0.9,5.1,0.4,0.0
31.0,67.0,17.0,0.1,79.1,7.0,39.5,2.4,9.7,2.3,0.0
32.0,47.0,13.0,0.3,79.9,18.4,84.4,2.2,23.8,3.9,0.0
29.0,68.0,19.0,1.0,59.9,2.5,8.6,1.1,2.9,0.4,0.0
27.0,75.0,19.0,1.2,55.7,2.4,8.3,0.8,2.8,0.3,0.0
32.0,76.0,20.0,0.7,63.1,2.6,9.2,1.3,3.0,0.5,0.0
33.0,78.0,17.0,0.0,80.1,4.6,18.5,2.7,5.7,1.7,0.0
35.0,64.0,18.0,0.2,80.0,9.7,40.4,2.8,12.1,3.2,0.0
32.0,68.0,14.0,1.4,66.6,7.7,9.2,1.1,7.4,0.6,0.0
33.0,69.0,13.0,0.7,66.6,6.0,9.3,1.1,5.8,0.5,0.0
33.0,76.0,14.0,0.0,81.1,8.1,18.7,2.6,8.1,2.2,0.0
31.0,75.0,13.0,0.1,75.1,7.9,27.7,1.5,9.2,0.9,0.0
34.0,81.0,15.0,0.0,81.8,9.7,37.2,3.0,11.7,3.4,0.0
34.0,61.0,13.0,0.6,73.9,7.8,22.9,1.4,8.4,0.8,0.0
30.0,80.0,19.0,0.4,60.7,5.2,17.0,1.1,5.9,0.5,0.0
28.0,76.0,21.0,0.0,72.6,7.0,25.5,0.7,8.3,0.4,0.0
28.0,79.0,18.0,0.1,73.4,16.4,79.9,1.8,21.7,2.8,0.0
27.0,66.0,22.0,0.4,68.2,10.5,71.3,1.8,15.4,2.1,0.0
28.0,78.0,16.0,0.1,70.0,9.6,79.7,1.4,14.7,1.3,0.0
36.0,45.0,14.0,0.0,78.8,4.8,10.2,2.0,4.7,0.9,0.0
35.0,55.0,12.0,0.4,78.0,5.8,10.0,1.7,5.5,0.8,0.0
35.0,63.0,14.0,0.3,76.6,5.7,10.0,1.7,5.5,0.8,0.0
32.0,60.0,18.0,0.3,77.1,11.3,47.0,2.2,14.1,2.6,0.0
35.0,51.0,13.0,0.3,81.3,15.6,75.1,2.5,20.7,4.2,0.0
35.0,70.0,17.0,0.8,72.7,25.2,180.4,1.7,37.4,4.2,0.0
28.0,80.0,21.0,16.8,52.5,8.7,8.7,0.6,8.3,0.3,0.0
25.0,76.0,17.0,7.2,46.0,1.3,7.5,0.2,1.8,0.1,0.0
22.0,86.0,15.0,10.1,30.5,0.7,7.0,0.0,1.1,0.0,0.0
25.0,78.0,15.0,3.8,42.6,1.2,7.5,0.1,1.7,0.0,0.0
29.0,73.0,17.0,0.1,68.4,1.9,15.7,1.4,2.9,0.5,0.0
29.0,74.0,19.0,0.1,75.8,3.6,32.2,2.1,5.6,0.9,0.0
31.0,71.0,17.0,0.3,69.6,3.2,30.1,1.5,5.1,0.6,0.0
30.0,73.0,17.0,0.9,62.0,2.6,8.4,1.1,3.0,0.4,0.0
30.0,77.0,15.0,1.0,56.1,2.1,8.4,0.7,2.6,0.2,0.0
33.0,73.0,12.0,1.8,59.9,2.2,8.9,0.7,2.7,0.3,0.0
30.0,77.0,21.0,1.8,58.5,1.9,8.4,1.1,2.4,0.3,0.0
29.0,88.0,13.0,0.0,71.0,2.6,16.6,1.2,3.7,0.5,0.0
25.0,86.0,21.0,4.6,40.9,1.3,7.5,0.1,1.8,0.0,0.0
22.0,76.0,26.0,8.3,47.4,1.1,7.0,0.4,1.6,0.1,0.0
24.0,82.0,15.0,0.4,44.9,0.9,7.3,0.2,1.4,0.0,0.0
30.0,65.0,14.0,0.0,78.1,3.2,15.7,1.9,4.2,0.8,0.0
31.0,50.0,19.0,0.6,77.8,10.6,41.4,2.4,12.9,2.8,0.0
32.0,54.0,11.0,0.5,73.7,7.9,30.4,1.2,9.6,0.7,0.0
29.0,65.0,19.0,0.6,68.3,5.5,15.2,1.5,5.8,0.7,0.0
26.0,81.0,21.0,5.8,48.6,3.0,7.7,0.4,3.0,0.1,0.0
31.0,54.0,11.0,0.0,82.0,6.0,16.3,2.5,6.2,1.7,0.0
32.0,47.0,14.0,0.7,77.5,7.1,8.8,1.8,6.8,0.9,0.0
26.0,80.0,16.0,1.8,47.4,2.9,7.7,0.3,3.0,0.1,0.0
25.0,78.0,14.0,1.4,45.0,1.9,7.5,0.2,2.4,0.1,0.0
32.0,71.0,12.0,0.7,57.1,2.5,8.2,0.6,2.8,0.2,0.0
30.0,73.0,13.0,4.0,55.7,2.7,7.8,0.6,2.9,0.2,0.0
29.0,80.0,14.0,2.0,48.7,2.2,7.6,0.3,2.6,0.1,0.0
30.0,64.0,14.0,0.0,79.4,5.2,15.4,2.2,5.6,1.0,0.0
32.0,60.0,14.0,0.2,77.1,6.0,17.6,1.8,6.5,0.9,0.0
28.0,51.0,17.0,1.3,71.4,7.7,7.4,1.5,7.3,0.8,0.0
27.0,59.0,18.0,0.1,78.1,8.5,14.7,2.4,8.3,1.9,0.0
30.0,52.0,15.0,2.0,72.3,11.4,7.8,1.4,10.9,0.9,0.0
27.0,79.0,16.0,0.7,53.4,6.4,7.3,0.5,6.1,0.3,0.0
28.0,90.0,15.0,0.0,66.8,7.2,14.7,1.2,7.1,0.6,0.0
29.0,87.0,15.0,0.4,47.4,4.2,8.0,0.2,4.1,0.1,0.0
31.0,69.0,17.0,4.7,62.2,3.9,8.0,1.1,3.8,0.4,0.0
33.0,62.0,10.0,8.7,65.5,4.6,8.3,0.9,4.4,0.4,0.0
32.0,67.0,14.0,4.5,64.6,4.4,8.2,1.0,4.2,0.4,0.0
31.0,72.0,14.0,0.2,60.2,3.8,8.0,0.8,3.7,0.3,0.0
33.0,46.0,14.0,1.1,78.3,8.1,8.3,1.9,7.7,1.2,0.0
33.0,59.0,16.0,0.8,74.2,7.0,8.3,1.6,6.7,0.8,0.0
34.0,42.0,15.0,1.7,79.7,12.0,8.5,2.2,11.5,2.2,0.0
28.0,58.0,18.0,2.2,63.7,3.2,8.5,1.2,3.3,0.5,0.0
34.0,51.0,16.0,3.8,77.5,8.0,9.5,2.0,7.7,1.3,0.0
34.0,56.0,15.0,2.9,74.8,7.1,9.5,1.6,6.8,0.8,0.0
33.0,63.0,17.0,1.1,72.8,20.9,56.6,1.6,21.7,2.5,0.0
39.0,64.0,9.0,1.2,73.8,11.7,15.9,1.1,11.4,0.7,0.0
35.0,58.0,10.0,0.2,78.3,10.8,19.7,1.6,10.7,1.0,0.0
29.0,87.0,18.0,0.0,80.0,11.8,28.3,2.8,11.8,3.2,0.0
38.0,52.0,14.0,0.0,78.3,4.4,10.5,2.0,4.4,0.8,0.0
30.0,54.0,14.0,3.1,70.5,11.0,9.1,1.3,10.5,0.8,0.0
34.0,63.0,13.0,2.9,69.7,7.2,9.8,1.2,6.9,0.6,0.0
35.0,56.0,14.0,0.4,79.2,37.0,166.0,2.1,30.6,6.1,0.0
29.0,86.0,16.0,0.0,37.9,0.9,8.2,0.1,1.4,0.0,0.0
28.0,67.0,19.0,0.0,75.4,2.9,16.3,2.0,4.0,0.8,0.0
30.0,66.0,15.0,0.2,73.5,4.1,26.6,1.5,6.0,0.7,0.0
30.0,58.0,12.0,4.1,66.1,4.0,8.4,1.0,3.9,0.4,0.0
34.0,71.0,14.0,6.5,64.5,3.3,9.1,1.0,3.5,0.4,0.0
29.0,74.0,15.0,1.1,59.5,4.7,8.2,0.8,4.6,0.3,0.0
30.0,73.0,14.0,0.0,79.2,6.5,16.6,2.1,6.6,1.2,0.0
34.0,58.0,13.0,0.2,79.5,18.7,88.0,2.1,24.4,3.8,0.0
26.0,49.0,6.0,2.0,61.3,11.9,28.1,0.6,11.9,0.4,0.0
28.0,70.0,15.0,0.0,79.9,13.8,36.1,2.4,14.1,3.0,0.0
28.0,87.0,15.0,4.4,41.1,6.5,8.0,0.1,6.2,0.0,0.0
27.0,87.0,29.0,0.5,45.9,3.5,7.9,0.4,3.4,0.2,0.0
24.0,54.0,18.0,0.1,79.7,4.3,15.2,1.7,5.1,0.7,0.0
24.0,64.0,15.0,0.2,67.3,3.8,16.5,1.2,4.8,0.5,0.0
